"MassFeature","mz","rt","column","z","MS2"
"I221.0843R8.12",221.0842781,487.3496254,"HILIC",1,"99.04454, 100; 117.05487, 80.7; 159.06523, 62.9; 217.45135, 25.8; 221.12856, 21.9; 220.16933, 17.5; 221.07441, 16.1; 222.11208, 15.2; 221.20066, 9.5; 71.0499, 9.4; 58.0659, 7.8; 178.12267, 6.9; 164.10712, 6.7; 223.78435, 6.6; 221.17376, 5.1; 220.20558, 4.1; 220.1337, 3.7; 119.04942, 3.6; 223.795, 2.7; 222.13399, 2.3; 239.83165, 2.3; 200.61537, 2.2; 94.33313, 2; 115.19857, 2; 79.32027, 2; 223.80591, 2; 96.68304, 2; 163.03932, 2; 227.17671, 2; 234.44803, 1.9; 86.7077, 1.9; 74.62463, 1.9; 156.09381, 1.9; 152.1071, 1.9; 162.46104, 1.8; 56.32112, 1.8; 125.81474, 1.8; 54.77545, 1.8; 195.24846, 1.7; 60.66928, 1.7; 94.59102, 1.7; 57.23949, 1.6; 66.52417, 1.6; 58.29092, 1.5"
"Cystathionine",223.075255,788.4,"HILIC",1,NA
"I227.1754R2.2",227.1754177,131.8983339,"HILIC",1,"226.1436, 100; 100.11248, 71.9; 227.14851, 48.2; 227.175, 43.5; 209.16476, 25.6; 208.13303, 13.2; 126.09149, 10.3; 210.1852, 9.8; 209.13683, 4.5; 186.22171, 4.3; 96.0813, 4; 114.09161, 4; 209.12807, 3.9; 128.95349, 2.1; 72.04514, 2; 223.77374, 1.8; 180.17473, 1.7; 55.05503, 1.7; 210.11281, 1.6; 227.18697, 1.6; 127.09469, 1.5; 83.08595, 1.5; 57.07069, 1.4; 223.78479, 1.4; 81.07035, 1.3; 182.11765, 1.3; 163.1483, 1.2; 95.08596, 1.2; 101.11595, 1.2; 212.07104, 1.1; 210.14914, 1.1; 53.94233, 1; 97.08453, 1; 138.22392, 1; 73.56637, 0.9; 188.59348, 0.9; 56.62783, 0.9; 113.10752, 0.9; 76.53674, 0.9; 78.9325, 0.9; 53.10306, 0.8; 85.26401, 0.8; 225.7328, 0.8; 82.70432, 0.8; 85.30994, 0.8; 215.06943, 0.8"
"I228.0979R6.34",228.097854,380.1458074,"HILIC",1,"112.05079, 100; 212.16453, 63.8; 227.1391, 63.2; 210.11234, 49.7; 228.20709, 41.7; 210.1856, 32.9; 218.40071, 27.6; 166.1593, 24.9; 219.03851, 23.9; 228.12347, 20.6; 84.08139, 12.6; 228.09029, 11.2; 186.22173, 10.6; 95.0861, 10.6; 229.11843, 10.1; 228.10164, 10; 228.14227, 10; 194.15405, 8.1; 182.11791, 7.6; 228.23193, 5.6; 218.38776, 5.6; 83.08604, 5.4; 83.061, 5.1; 229.15457, 4.9; 211.10716, 4.1; 107.08581, 4; 165.0905, 3.7; 211.18893, 3.6; 228.26894, 3.6; 57.07059, 3.4; 164.01494, 3.3; 109.10162, 3.3; 195.57576, 3.2; 120.21891, 3.2; 100.1124, 3.1; 111.91032, 3.1; 114.09184, 3; 134.79346, 3; 212.51065, 3; 89.49575, 2.9; 192.10216, 2.9; 115.13912, 2.9; 192.17572, 2.9; 202.19203, 2.9; 237.6329, 2.8; 150.58984, 2.8; 120.76024, 2.7; 234.54797, 2.7; 127.73758, 2.6; 154.2547, 2.6; 245.52007, 2.6; 77.11316, 2.6; 52.10833, 2.6; 103.99494, 2.5; 57.92678, 2.5; 60.69431, 2.5; 92.33599, 2.5; 56.77017, 2.5; 50.25301, 2.5; 78.9449, 2.4; 75.40187, 2.3"
"I232.118R6.16",232.1180483,369.8111362,"HILIC",1,"232.1179, 100; 186.11257, 16.4; 213.12328, 16.4; 231.1853, 9.5; 231.12371, 9; 196.09682, 7.5; 231.13432, 7.4; 232.18093, 7.2; 217.09486, 5.7; 195.11279, 4.1; 214.12668, 3.6; 223.80865, 2.7; 214.10735, 2.5; 184.09679, 2.4; 72.08148, 2; 158.08139, 2; 223.81836, 2; 232.15543, 1.9; 139.08649, 1.4; 232.16907, 1.4; 232.20627, 1.3; 122.06023, 1.2; 174.12787, 0.9; 231.14497, 0.8; 233.12167, 0.8; 96.99778, 0.8; 223.82613, 0.8; 190.09756, 0.7; 95.47852, 0.7; 145.34462, 0.7; 241.37691, 0.7; 223.80458, 0.6; 237.60992, 0.6; 231.11284, 0.6; 116.33004, 0.6; 128.40669, 0.6; 123.25996, 0.6; 69.51379, 0.6; 77.88235, 0.6; 201.97678, 0.6; 169.90474, 0.6; 144.63113, 0.6; 82.83444, 0.6; 77.59797, 0.6; 74.19262, 0.6; 90.5161, 0.6; 79.0882, 0.6; 128.56693, 0.6; 185.48972, 0.6; 173.10771, 0.6; 129.04665, 0.6; 74.86071, 0.6; 121.64229, 0.6; 104.5416, 0.6"
"Butyryl-L-carnitine",232.154884,268.2,"HILIC",1,NA
"I235.1653R7.18",235.1652918,430.9363628,"HILIC",1,"118.08653, 100; 212.89704, 24.6; 189.88106, 22.7; 144.99303, 9.7; 235.91298, 6; 234.07686, 3.1; 128.95368, 2.7; 112.07361, 2; 187.88291, 1.8; 171.87046, 1.6; 210.89899, 1.6; 199.87671, 1.3; 235.08043, 1.2; 145.99637, 1.1; 211.90228, 1.1; 235.10737, 1; 153.85997, 0.9; 194.88691, 0.9; 222.89253, 0.6; 132.10199, 0.6"
"I236.1492R9.91",236.1492202,594.3484069,"HILIC",1,"236.14916, 100; 100.1125, 4.1; 144.10192, 3.7; 237.1526, 2.5; 60.08096, 1.6; 87.0446, 1.2; 58.06591, 1; 75.04472, 1; 103.03936, 0.6"
"I236.1493R8.23",236.1492911,493.8084391,"HILIC",1,"236.14915, 100; 212.89696, 7.5; 189.88111, 6.9; 237.1525, 2.2; 58.06591, 2; 60.08154, 1.9; 235.91299, 1.6; 87.04463, 1.3; 131.07044, 1.2; 75.0447, 1; 57.03428, 0.7; 59.07374, 0.6; 171.87037, 0.6"
"I238.0524R11.67",238.0523797,700.1635008,"HILIC",1,"192.02037, 100; 215.03627, 36.2; 214.97131, 34.7; 192.98943, 27.3; 237.98778, 12.3; 216.00558, 10.8; 193.02126, 9.1; 196.96051, 9; 210.99976, 8.3; 174.00983, 7.1; 238.05237, 6.1; 237.23241, 5.6; 210.03105, 5.1; 215.97185, 3.5; 132.96603, 2.3; 216.03857, 2.2; 223.78961, 2.2; 197.02574, 2; 214.89532, 1.8; 174.97943, 1.7; 214.00275, 1.7; 239.02075, 1.6; 237.95445, 1.6; 238.19115, 1.5; 238.11865, 1.4; 238.23584, 1.4; 237.19672, 1.3; 223.80176, 1.2; 173.99294, 1.2; 215.00354, 1.2; 150.976, 1.2; 234.01538, 1.1; 99.19915, 1.1; 128.11644, 1.1; 195.00368, 1; 67.12897, 1; 144.45042, 0.9; 208.42392, 0.9; 78.73846, 0.9; 110.25073, 0.9; 62.78551, 0.9; 234.33205, 0.9; 250.45111, 0.9; 109.14371, 0.9; 62.62071, 0.9; 66.111, 0.9; 63.98345, 0.9; 173.39531, 0.9; 113.71651, 0.9; 71.13308, 0.8; 52.05755, 0.8; 70.3593, 0.8"
"I244.0929R7.89",244.0929068,473.30573,"HILIC",1,NA
"I249.1347R5.35",249.1347153,320.8399961,"HILIC",1,"249.12309, 100; 249.13515, 74.3; 249.13499, 49.7; 138.05505, 42; 216.51801, 35; 249.19589, 34.1; 205.13364, 28.7; 203.11797, 23.9; 124.0872, 19.8; 249.23309, 11.1; 216.50497, 10.7; 223.77855, 10.5; 160.96741, 9; 231.11304, 8; 125.09053, 6.8; 112.08723, 3.8; 250.05106, 3.7; 207.12328, 3.7; 50.52116, 3.5; 244.83881, 3.2; 95.06069, 3.2; 223.76517, 3.1; 136.39304, 2.9; 210.10895, 2.8; 273.2597, 2.8; 63.31222, 2.7; 66.82584, 2.7; 123.35558, 2.7; 111.29745, 2.6; 140.84741, 2.6; 92.52048, 2.6; 223.51344, 2.6; 75.51953, 2.6; 113.16313, 2.6; 64.64391, 2.5; 110.05612, 2.5; 55.06736, 2.5; 61.11516, 2.4; 58.21954, 2.3; 157.23627, 2.2"
"I252.083R12.11",252.0830154,726.8016033,"HILIC",1,"211.05626, 100; 206.05098, 83; 165.05096, 79.6; 188.04031, 64.3; 142.0349, 61.9; 183.06152, 55.3; 241.98708, 42.4; 229.06705, 38.5; 160.04568, 29.4; 251.1537, 28.2; 104.10741, 25.7; 223.97691, 23; 252.20717, 21.7; 141.04701, 21.7; 252.1441, 19.1; 170.02975, 18.7; 265.00345, 18.5; 235.18065, 17.7; 252.93094, 15.3; 134.03, 9.5; 242.99065, 9.2; 234.07262, 8.8; 206.07753, 8.1; 223.79031, 7.4; 124.02462, 7.3; 139.07172, 6.7; 224.98085, 6.5; 252.08237, 6.4; 250.98756, 6.3; 212.05843, 5.8; 251.1402, 5.5; 223.80229, 5.5; 251.24809, 5.1; 264.85352, 4.9; 136.06197, 4.7; 252.15735, 4.5; 216.50221, 4.4; 97.59184, 4.1; 225.95148, 4.1; 75.37668, 4.1; 56.35294, 4; 74.23139, 4; 115.17371, 3.9; 89.9743, 3.9; 177.17516, 3.8; 81.8637, 3.8; 81.62167, 3.8; 105.17507, 3.5"
"I252.1092R3.46",252.1091636,207.5733001,"HILIC",1,"136.0618, 100; 117.05491, 7.4; 99.0445, 2.7; 241.98735, 2; 137.0652, 1.5; 252.20668, 1.5; 62.98244, 1; 212.03279, 1; 217.78203, 0.9; 235.1805, 0.9; 252.10921, 0.9; 73.02917, 0.9; 223.97739, 0.8; 251.1544, 0.8; 265.00394, 0.6"
"I252.1441R10.53",252.1441108,631.9092477,"HILIC",1,"104.10743, 100; 252.14412, 78.9; 132.10202, 19.9; 251.15427, 7.9; 252.20738, 6.7; 252.1571, 4.4; 223.81908, 4.2; 253.14809, 2.6; 105.11068, 2.5; 242.99089, 2.4; 153.73599, 1.9; 50.66918, 1.7; 128.48116, 1.7; 234.25095, 1.5; 235.17966, 1.5; 149.64406, 1.5; 111.10906, 1.5; 115.67265, 1.4; 82.54028, 1.4; 53.38991, 1.4; 106.48422, 1.4; 56.23027, 1.4; 237.37634, 1.4; 81.20952, 1.4; 121.77345, 1.3; 84.99016, 1.3; 62.80082, 1.3; 55.54034, 1.2"
"Glucosylglycerol",255.107995,606,"HILIC",1,NA
"Glycerophosphocholine",258.110652,651.6,"HILIC",1,"104.10741, 100; 211.95763, 8.4; 258.11069, 7.5; 124.99992, 7.3; 184.07329, 7.3; 193.94717, 6.1; 86.09689, 4.5; 223.81282, 2.9; 188.94176, 1.5; 216.96361, 1.5; 212.95827, 1.3; 60.08152, 1.2; 234.97356, 1; 105.11047, 0.9; 79.75101, 0.9; 170.93098, 0.8; 279.20905, 0.8; 194.94856, 0.7; 80.74695, 0.7; 137.96703, 0.7; 159.03763, 0.7; 52.81622, 0.7; 140.37485, 0.7; 168.19315, 0.7; 58.05848, 0.7; 143.0034, 0.6; 99.4356, 0.6; 80.10544, 0.6; 108.35406, 0.6; 100.16154, 0.6; 88.06506, 0.6"
"Adenosine",268.10458,267.6,"HILIC",1,"136.06181, 100; 268.10409, 2.9; 137.0653, 1.7; 133.04964, 0.6; 115.03923, 0.6; 137.05887, 0.6; 57.03424, 0.6"
"I271.1288R9.7",271.1288395,581.9728044,"HILIC",1,"271.12869, 100; 225.12325, 22.7; 238.09469, 9.1; 256.10535, 8.5; 225.087, 6.7; 272.13243, 4.6; 212.09483, 3.6; 235.10765, 3.2; 253.11859, 3; 219.65848, 2.4; 170.08118, 2.3; 210.09988, 2; 226.05959, 1.9; 177.10226, 1.7; 211.1076, 1.6; 231.06459, 1.6; 203.0814, 1.6; 124.07586, 1.2; 221.17937, 1.1; 217.0968, 1; 270.27869, 0.9; 208.04826, 0.9; 183.07625, 0.6; 71.08623, 0.6; 152.07019, 0.6; 223.10741, 0.6"
"I284.0991R8.89",284.0990577,533.6457598,"HILIC",1,NA
"I285.1445R8.18",285.1445208,490.5048674,"HILIC",1,"285.14432, 100; 270.12094, 31.4; 252.1104, 14.7; 197.09212, 11.1; 239.10262, 10.5; 239.13896, 10.3; 225.12329, 7; 226.131, 6; 286.14764, 5.4; 224.11532, 3.5; 253.11788, 2.1; 249.12343, 1.7; 271.12392, 1.5; 267.13361, 1.1; 195.11297, 1; 217.09746, 0.9; 138.09143, 0.7; 184.09657, 0.6; 237.123, 0.6; 134.06024, 0.6; 191.11711, 0.6; 231.11232, 0.6"
"I285.1445R6.57",285.1445459,394.4216053,"HILIC",1,"285.14427, 100; 270.12091, 29.7; 197.09209, 26.6; 226.13109, 22.9; 241.0818, 20.5; 286.14781, 5.6; 284.33133, 2.2; 239.10224, 1.9; 195.11303, 1.7; 271.12421, 1.4; 267.13399, 1.3; 216.08083, 1.3; 244.2635, 1; 198.09574, 1; 227.13451, 0.9; 219.55577, 0.6; 215.13927, 0.6; 242.08517, 0.6; 249.12341, 0.6"
"I288.1918R7.18",288.1917714,430.7737312,"HILIC",1,NA
"I289.1393R10.28",289.1392912,616.5382127,"HILIC",1,"289.13922, 100; 230.12617, 22.4; 274.11603, 21; 288.28925, 10.6; 186.10005, 7.3; 290.14212, 6.2; 303.18872, 3.4; 223.80304, 1.6; 289.29239, 1.2; 223.81425, 1.2; 197.09251, 1.1; 231.07356, 1; 243.09676, 0.9; 92.6909, 0.9; 152.72855, 0.8; 57.05591, 0.8; 106.08657, 0.8; 74.34898, 0.8; 123.02426, 0.8; 123.0691, 0.8; 275.57355, 0.8; 255.92531, 0.8; 220.49463, 0.8; 119.3531, 0.7; 62.59895, 0.7; 128.69093, 0.7; 234.67741, 0.7; 62.84556, 0.7; 123.43354, 0.7; 91.91442, 0.7; 112.62689, 0.7; 114.28103, 0.7; 270.55905, 0.7; 50.65128, 0.7; 128.87227, 0.7; 106.66223, 0.6"
"I291.0698R7.5",291.0697956,449.9065008,"HILIC",1,"159.02778, 100; 241.98772, 48.4; 250.98765, 41.5; 174.03879, 28; 223.97681, 22.4; 217.43272, 19.4; 290.26868, 16.5; 268.05247, 15.7; 265.00304, 14.8; 224.02592, 12.5; 291.27844, 10.9; 242.03671, 10.3; 242.24759, 8.3; 193.13367, 7.8; 221.48502, 7.2; 250.04185, 5.4; 144.92731, 5.4; 291.06885, 5.2; 250.07085, 3.9; 247.04233, 3.2; 99.61391, 1.9; 272.06351, 1.8; 290.18597, 1.8; 59.90586, 1.8; 291.24286, 1.7; 81.75175, 1.7; 290.07187, 1.7; 152.61607, 1.7; 109.87525, 1.6; 54.88335, 1.5; 74.28221, 1.5; 252.74254, 1.5; 105.93711, 1.5; 71.28667, 1.5; 296.13132, 1.5; 62.39098, 1.5; 53.38507, 1.5; 53.79604, 1.5; 112.51331, 1.5; 52.53748, 1.4; 64.78124, 1.4; 183.84062, 1.4; 90.03712, 1.4; 52.93601, 1.4; 297.52347, 1.4; 123.29179, 1.4; 131.40102, 1.3; 101.58772, 1.3; 59.34513, 1.3; 90.29572, 1.3; 106.9145, 1.3; 96.22757, 1.3; 88.48325, 1.3"
"Argininosuccinic Acid",291.13046,821.4,"HILIC",1,NA
"I292.0629R12.12",292.0629066,727.3293767,"HILIC",1,"246.03093, 100; 264.04152, 64.6; 269.04683, 36.6; 241.98749, 22.9; 250.98798, 22.3; 268.01292, 20.6; 269.01408, 17.2; 287.05731, 15.1; 247.03188, 10.6; 228.02024, 10.1; 223.97694, 9.6; 265.00369, 7.3; 270.00998, 6.6; 292.03012, 6.3; 291.0284, 6.2; 265.04274, 5.8; 251.0037, 5.5; 292.06203, 5.4; 250.00229, 5.1; 270.0479, 4; 219.94241, 2.5; 219.08458, 2.1; 251.03608, 1.4; 128.95361, 1.4; 219.09804, 1.3; 210.0101, 1.2; 293.02759, 1.1; 251.99984, 1.1; 291.27232, 1; 310.07336, 1; 219.9554, 0.9; 224.02654, 0.7; 268.05276, 0.6"
"I297.0846R5.35",297.0846129,320.7671139,"HILIC",1,NA
"I303.1551R9.17",303.1550828,550.3408699,"HILIC",1,NA
"I308.1605R5.35",308.1604906,320.9923124,"HILIC",1,"138.05501, 100; 171.11302, 30.8; 217.86482, 23.1; 59.06113, 7.5; 94.06558, 4.6; 307.30963, 3.4; 308.14856, 3.1; 303.18887, 3.1; 238.15483, 3; 260.90607, 2.6; 193.13373, 2.6; 307.27426, 2.5; 195.96924, 2.3; 52.71432, 2.3; 192.45183, 2.3; 154.84924, 2.2; 178.40822, 2.2; 227.57614, 2.1; 285.84286, 2.1; 143.60141, 2.1; 97.3558, 1.9; 88.3167, 1.9; 200.26503, 1.9; 57.33349, 1.8; 52.99459, 1.7"
"I326.0563R6.58",326.0563139,395.0956677,"HILIC",1,NA
"I329.1742R7.17",329.1741561,430.3804999,"HILIC",1,NA
"I333.1293R11.28",333.1293282,676.9274704,"HILIC",1,"333.12909, 100; 284.0497, 14.7; 230.12606, 11.5; 274.11601, 10.8; 266.03928, 10.4; 186.09975, 7.5; 310.06569, 7; 303.11838, 5.5; 334.13226, 4.9; 255.09733, 4.7; 300.09494, 4.5; 300.095, 4.1; 136.0623, 3.6; 219.45999, 3.1; 265.08163, 3; 244.13296, 2.9; 318.10545, 2.6; 307.06567, 2.6; 289.05515, 2.4; 287.12396, 1.6; 219.44679, 1.5; 223.79799, 1.4; 230.08957, 1.3; 289.05481, 1.3; 256.10574, 1.2; 122.19897, 1; 128.95351, 1; 292.89105, 1; 59.63515, 0.8; 223.80867, 0.7; 213.0956, 0.7; 212.11546, 0.7; 283.97977, 0.6; 137.06511, 0.6; 186.09154, 0.6; 187.19127, 0.6; 74.41245, 0.6; 53.36844, 0.6; 56.43122, 0.6; 80.40791, 0.6; 271.13068, 0.6; 333.91791, 0.6; 195.91821, 0.6; 118.11964, 0.6; 59.76548, 0.6"
"Adenosyl Homocysteine",385.129416,651,"HILIC",1,NA
"Adenosyl Methionine",399.145066,780.6,"HILIC",1,NA
"I416.1778R9.11",416.1777508,546.4650766,"HILIC",1,NA
"I455.1888R6.34",455.1888225,380.5471089,"HILIC",1,NA
"I479.1923R4.35",479.1922676,261.2286766,"HILIC",1,NA
"I130.1592R4.02",130.1592387,241.155707,"RP",1,"97.00813, 100; 120.02388, 37.7; 78.9977, 29.7; 130.00826, 13; 148.01858, 9.6; 130.15925, 7; 102.01348, 6.5; 130.08651, 2.9; 125.00279, 2.6; 130.06535, 2.1; 88.95328, 1.7; 106.99245, 1.6; 60.98731, 1.1; 74.09711, 0.8; 128.95103, 0.8; 130.96663, 0.7; 88.07637, 0.6"
"Agmatine",131.129671,37.2,"RP",1,NA
"I137.0459R1.05",137.0459343,62.90067139,"RP",1,"136.0619, 100; 137.04591, 92.7; 138.05217, 27.9; 137.06525, 9.4; 136.02172, 7.9; 137.09607, 2.6; 137.05965, 1.8; 115.0118, 1.2; 119.03551, 0.8; 138.04344, 0.7; 136.11227, 0.7; 95.08596, 0.7"
"Allopurinol",137.046336,76.2,"RP",1,"137.04593, 100; 136.0619, 53.3; 138.05218, 31.9; 136.02176, 16.2; 137.05965, 8.1; 137.09605, 7.6; 137.06526, 5.4; 136.11227, 3.1; 136.07581, 1.9; 137.0249, 1.6; 95.08594, 1.3; 137.10759, 1.2; 109.0653, 1.2; 123.41933, 1.2; 138.0437, 1.1; 128.95074, 1.1; 138.09167, 1; 81.07063, 1; 129.9194, 1; 67.05506, 0.9; 133.02165, 0.9; 121.61968, 0.8; 148.42348, 0.8; 69.77042, 0.8; 156.40828, 0.8; 68.1412, 0.7"
"Sulfurol",144.048311,60,"RP",1,"121.96644, 100; 122.02201, 65; 84.96035, 59; 119.98799, 46.9; 137.9984, 27.9; 120.02401, 15.4; 144.10211, 13.8; 101.97757, 11.6; 103.95607, 10.5; 144.13853, 10.2; 60.95124, 10.2; 62.9298, 9; 120.98861, 7.7; 144.98221, 7.4; 102.97076, 5.8; 144.08087, 5.2; 121.98538, 4.9; 102.02223, 4.8; 138.99928, 2.9; 102.97835, 2.1; 144.06599, 2; 97.00806, 2; 139.99591, 1.9; 143.08121, 1.9; 97.10143, 1.7; 143.99681, 1.6; 97.06548, 1.5; 84.01192, 1.5; 100.36913, 1.4; 125.98653, 1.3; 69.20633, 1.3; 143.10681, 1.3; 103.97499, 1.2; 54.83395, 1.2; 83.0861, 1.2; 77.06725, 1.1"
"I146.0601R1.92",146.0601298,115.1621115,"RP",1,NA
"I152.0568R1.08",152.0567647,64.83684643,"RP",1,"128.01949, 100; 100.02486, 33.8; 110.00911, 32.1; 129.02003, 28.2; 152.05679, 25.7; 130.02024, 19.1; 82.01444, 15.8; 86.99332, 12.2; 105.00375, 10.9; 146.02994, 9.9; 101.02547, 8.6; 111.00958, 8.4; 118.03526, 6.7; 68.98289, 5.8; 102.02238, 5.7; 112.00991, 5.5; 153.07391, 5.3; 83.01656, 5; 87.99253, 3.4; 106.00436, 2.9; 147.03062, 2.8; 111.9688, 2.7; 152.04765, 2.6; 84.01198, 2.4; 151.03528, 2; 148.03075, 2; 153.04065, 1.8; 107.00127, 1.8; 88.99091, 1.8; 119.0358, 1.6; 95.04971, 1.5; 99.04089, 1.4; 69.98373, 1.3; 152.01671, 1.1; 123.01412, 1.1; 152.07054, 1; 120.03271, 1; 74.93154, 0.8; 70.98037, 0.7; 105.04511, 0.7; 123.0406, 0.7; 152.03642, 0.7; 129.97937, 0.6; 153.06033, 0.6; 135.03047, 0.6; 125.07893, 0.6"
"I152.1282R1.07",152.1282209,63.9090288,"RP",1,NA
"I162.0776R1.13",162.0775647,67.80700508,"RP",1,"145.05103, 100; 162.07756, 74; 84.96036, 46.2; 119.98799, 34.3; 137.99828, 15.6; 162.11253, 9.1; 101.97757, 8.9; 121.98544, 6.5; 125.98659, 6.2; 120.98864, 5.1; 138.9989, 4.4; 102.97068, 4.1; 146.05447, 4; 143.99706, 2.1; 139.98671, 2; 163.0811, 1.9; 139.99586, 1.8; 103.97513, 1.5; 133.06491, 1.5; 163.03868, 1.3; 162.05241, 1.1; 57.07074, 1.1; 171.32466, 1.1; 60.95119, 1.1; 157.44167, 1.1; 50.08017, 1; 86.40201, 1; 89.06027, 1; 57.22337, 1; 50.41753, 0.9"
"I166.0864R1.12",166.0863823,67.38254579,"RP",1,"120.08104, 100; 84.96033, 33.1; 166.08643, 4.9; 131.04933, 4; 121.08437, 4; 102.02242, 2.7; 125.98647, 2.1; 102.97071, 1.8; 84.01196, 1.7; 107.04957, 1.5; 103.05478, 1.5; 149.05981, 1.5; 142.967, 1; 101.02538, 1; 83.01649, 0.8; 143.99677, 0.6"
"I168.0517R1.05",168.0517475,62.96376063,"RP",1,"84.9603, 100; 128.01945, 36.3; 110.00907, 11.2; 102.97071, 10.8; 125.98647, 4.9; 100.02485, 4.2; 146.02988, 3.7; 143.99686, 2.5; 85.96366, 2.5; 82.01441, 2.1; 120.98112, 1.7; 86.96037, 1.5; 86.99326, 1.4; 121.08434, 1.2; 105.0038, 1; 118.03526, 1; 126.95566, 0.9; 151.03548, 0.8; 56.96562, 0.8; 126.97209, 0.7; 68.98293, 0.6"
"I175.0789R1",175.0788755,60.22615831,"RP",1,NA
"I182.0674R1.17",182.0674339,70.35688732,"RP",1,"117.99077, 100; 136.00115, 43.7; 113.96404, 42; 99.9804, 29.7; 141.95874, 10.9; 141.00649, 10.8; 131.97441, 6.9; 118.99125, 6.6; 159.01707, 5.5; 159.96925, 5.1; 136.07582, 4.6; 72.93781, 4.1; 97.96931, 3.7; 182.06743, 3.7; 58.95412, 3.6; 154.07242, 3.6; 137.00177, 3.3; 165.0547, 2.8; 100.98112, 2.1; 112.96859, 1.8; 123.04428, 1.8; 111.96877, 1.6; 57.07065, 1.5; 90.94827, 1.4; 96.97247, 1.2; 149.09941, 1.2; 181.10541, 1; 56.943, 1; 136.48361, 0.9; 145.4892, 0.9; 142.00752, 0.8; 121.06827, 0.7; 140.96178, 0.6; 76.96473, 0.6; 95.04962, 0.6; 183.05165, 0.6"
"I190.1439R0.83",190.1439161,50.03322992,"RP",1,NA
"I196.0831R1.52",196.0831142,91.40899018,"RP",1,"196.08311, 100; 181.05955, 60.1; 113.96405, 30.5; 195.12128, 15.6; 80.94854, 14; 57.0707, 9.9; 131.97444, 8.7; 149.9616, 6.7; 136.04755, 6.3; 131.95117, 6.1; 165.06483, 5.6; 218.92459, 4.6; 172.97757, 4.5; 125.96442, 3.4; 197.08664, 3.4; 109.95908, 2.4; 140.95146, 2.1; 182.06293, 2.1; 163.07555, 2; 72.93775, 1.9; 89.06033, 1.7; 195.08807, 1.7; 196.13347, 1.7; 196.12362, 1.6; 83.93044, 1.6; 173.01223, 1.2; 126.97229, 1.2; 135.04451, 1.2; 113.94059, 1.1; 141.00076, 1; 172.94286, 0.9; 58.06596, 0.9; 85.94603, 0.9; 128.951, 0.8; 154.96745, 0.7; 93.07032, 0.7; 137.05994, 0.7; 102.94858, 0.6; 128.01947, 0.6; 80.29713, 0.6; 154.22296, 0.6; 119.95131, 0.6; 58.36529, 0.6; 92.86015, 0.6"
"I203.1392R1.16",203.1392444,69.85619044,"RP",1,"132.10207, 100; 86.09711, 73.2; 179.98131, 69.8; 100.0249, 57.8; 197.99183, 56.5; 80.94854, 31.5; 179.99073, 20.3; 82.01445, 20.2; 82.94551, 19; 157.13339, 13.4; 118.03526, 13; 136.48363, 10.7; 203.14256, 9.8; 220.46622, 7.2; 222.63698, 6.7; 198.00111, 6.3; 175.04532, 6.3; 185.02979, 5.9; 204.13829, 5.9; 133.1055, 3.8; 101.02559, 3.8; 203.04007, 3.6; 64.01659, 3.4; 202.18051, 3.4; 84.96032, 3.4; 203.07965, 3.3; 132.10777, 3.2; 156.97549, 3; 86.09415, 2.8; 180.96036, 2.6; 128.95076, 2.6; 198.99304, 2.4; 156.9966, 2.3; 87.10049, 2.2; 222.64929, 2.2; 147.99159, 2.1; 203.05232, 2; 161.93971, 2; 70.06584, 1.9; 127.47834, 1.9; 138.98651, 1.9; 152.24081, 1.8; 186.11292, 1.7; 163.02795, 1.7; 77.03973, 1.7; 176.04631, 1.7; 104.93956, 1.6; 66.73396, 1.6; 99.04483, 1.5; 61.26611, 1.5; 50.40653, 1.5; 68.12334, 1.5; 108.32235, 1.5; 222.54057, 1.5; 54.46712, 1.5; 73.03629, 1.4; 157.54129, 1.4; 51.26794, 1.4; 106.77979, 1.4; 54.15408, 1.4"
"I204.1596R0.89",204.1596333,53.36706598,"RP",1,NA
"Tryptophan",205.097703,124.2,"RP",1,NA
"I206.0675R2.59",206.0674531,155.2494688,"RP",1,NA
"Kynurenine",209.092618,76.2,"RP",1,NA
"Vitamin B5",220.118498,70.2,"RP",1,NA
"I221.0844R0.89",221.0843545,53.4325863,"RP",1,"99.04454, 100; 117.05492, 55.2; 159.06888, 19.6; 179.98125, 15.3; 197.99181, 11.2; 221.08441, 10.2; 204.06561, 9.3; 179.01659, 9.3; 71.04984, 8.4; 63.02704, 7.4; 199.01567, 6.9; 181.0495, 6.1; 81.03416, 5.4; 197.02708, 5.3; 185.04869, 5.1; 203.05925, 4.5; 100.02493, 4.1; 222.11253, 4; 100.04786, 3.8; 186.05484, 3.4; 198.92618, 3.2; 157.05374, 3.1; 178.12256, 3.1; 220.50294, 2.9; 118.05822, 2.4; 184.97998, 2.4; 82.01447, 2.3; 163.03909, 2.2; 53.03943, 1.9; 57.03429, 1.9; 160.07613, 1.7; 82.94541, 1.6; 178.01041, 1.6; 69.0342, 1.5; 161.00594, 1.5; 181.00511, 1.5; 221.07359, 1.5; 216.93686, 1.5; 180.02022, 1.4; 119.04939, 1.3; 160.06885, 1.3; 199.06041, 0.9; 198.99286, 0.9; 104.05326, 0.8; 210.04718, 0.8; 118.03515, 0.8; 128.01939, 0.8; 222.07649, 0.8; 58.06586, 0.7; 80.9485, 0.7; 179.98936, 0.6; 196.02119, 0.6; 198.03041, 0.6; 180.98253, 0.6; 84.96059, 0.6; 142.99655, 0.6"
