Mass [m/z],Formula [M],Formula type,Species,CS [z],Polarity,Start [min],End [min],(N)CE,(N)CE type,MSX ID,Comment
1024.7394,NA,NA,NA,NA,Positive,24.66027351,28.66027351,NA,NA,NA,NA
1024.8333,NA,NA,NA,NA,Positive,29.23806772,34.56658841,NA,NA,NA,NA
1024.8756,NA,NA,NA,NA,Positive,40.57557028,45.08638541,NA,NA,NA,NA
1024.9272,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1025.7574,NA,NA,NA,NA,Positive,27.78149683,33.17404262,NA,NA,NA,NA
1025.8513,NA,NA,NA,NA,Positive,32.35929104,36.47133496,NA,NA,NA,NA
1025.9452,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1026.7093,NA,NA,NA,NA,Positive,22.12080476,27.17401421,NA,NA,NA,NA
1026.7551,NA,NA,NA,NA,Positive,25.39656209,30.02080675,NA,NA,NA,NA
1026.8097,NA,NA,NA,NA,Positive,36.07980075,40.07980075,NA,NA,NA,NA
1026.849,NA,NA,NA,NA,Positive,29.95835002,35.17482681,NA,NA,NA,NA
1026.8912,NA,NA,NA,NA,Positive,42.54024385,46.54024385,NA,NA,NA,NA
1026.9429,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1027.7731,NA,NA,NA,NA,Positive,28.51778541,33.76627474,NA,NA,NA,NA
1027.867,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1028.631,NA,NA,NA,NA,Positive,14.11641298,18.11641298,NA,NA,NA,NA
1028.7249,NA,NA,NA,NA,Positive,23.67955474,28.18509528,NA,NA,NA,NA
1028.7707,NA,NA,NA,NA,Positive,26.11684439,31.36533372,NA,NA,NA,NA
1028.8646,NA,NA,NA,NA,Positive,30.67863233,35.76705892,NA,NA,NA,NA
1028.9069,NA,NA,NA,NA,Positive,44.50491743,48.50491743,NA,NA,NA,NA
1028.9585,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1029.6948,NA,NA,NA,NA,Positive,24.66027351,28.66027351,NA,NA,NA,NA
1029.7887,NA,NA,NA,NA,Positive,29.23806772,34.56658841,NA,NA,NA,NA
1029.8826,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1030.6467,NA,NA,NA,NA,Positive,15.67516296,19.67516296,NA,NA,NA,NA
1030.7406,NA,NA,NA,NA,Positive,25.23830472,29.74384526,NA,NA,NA,NA
1030.7864,NA,NA,NA,NA,Positive,26.8371267,32.08561603,NA,NA,NA,NA
1030.841,NA,NA,NA,NA,Positive,39.01028389,43.01028389,NA,NA,NA,NA
1030.8803,NA,NA,NA,NA,Positive,31.39891463,36.35929104,NA,NA,NA,NA
1030.9742,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1031.7105,NA,NA,NA,NA,Positive,25.39656209,30.02080675,NA,NA,NA,NA
1031.8044,NA,NA,NA,NA,Positive,29.95835002,35.17482681,NA,NA,NA,NA
1031.8983,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1032.6623,NA,NA,NA,NA,Positive,17.23391294,21.73945347,NA,NA,NA,NA
1032.7562,NA,NA,NA,NA,Positive,26.7970547,31.30259524,NA,NA,NA,NA
1032.802,NA,NA,NA,NA,Positive,27.557409,32.82190461,NA,NA,NA,NA
1032.8566,NA,NA,NA,NA,Positive,40.47552546,44.47552546,NA,NA,NA,NA
1032.8959,NA,NA,NA,NA,Positive,32.13520321,36.47133496,NA,NA,NA,NA
1032.9898,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1033.7261,NA,NA,NA,NA,Positive,26.11684439,31.36533372,NA,NA,NA,NA
1033.82,NA,NA,NA,NA,Positive,30.67863233,35.76705892,NA,NA,NA,NA
1033.9139,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1034.678,NA,NA,NA,NA,Positive,18.75053454,22.75053454,NA,NA,NA,NA
1034.7238,NA,NA,NA,NA,Positive,23.71590337,27.71590337,NA,NA,NA,NA
1034.7719,NA,NA,NA,NA,Positive,28.86134522,32.86134522,NA,NA,NA,NA
1034.8177,NA,NA,NA,NA,Positive,28.27769131,33.54218691,NA,NA,NA,NA
1034.8599,NA,NA,NA,NA,Positive,39.39676613,43.39676613,NA,NA,NA,NA
1034.8723,NA,NA,NA,NA,Positive,42.45558164,46.45558164,NA,NA,NA,NA
1034.9116,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1035.0055,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1035.7418,NA,NA,NA,NA,Positive,26.8371267,32.08561603,NA,NA,NA,NA
1035.8357,NA,NA,NA,NA,Positive,31.39891463,36.35929104,NA,NA,NA,NA
1035.9296,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1036.6936,NA,NA,NA,NA,Positive,20.30928452,24.85695343,NA,NA,NA,NA
1036.7394,NA,NA,NA,NA,Positive,25.06043034,29.06043034,NA,NA,NA,NA
1036.7875,NA,NA,NA,NA,Positive,30.96776411,34.96776411,NA,NA,NA,NA
1036.8333,NA,NA,NA,NA,Positive,28.99797361,34.26246922,NA,NA,NA,NA
1036.9272,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1037.7574,NA,NA,NA,NA,Positive,27.557409,32.82190461,NA,NA,NA,NA
1037.8513,NA,NA,NA,NA,Positive,32.13520321,36.47133496,NA,NA,NA,NA
1037.9452,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1038.7093,NA,NA,NA,NA,Positive,21.8680345,26.41570341,NA,NA,NA,NA
1038.7551,NA,NA,NA,NA,Positive,25.65266246,30.42096359,NA,NA,NA,NA
1038.849,NA,NA,NA,NA,Positive,29.73426219,35.06278289,NA,NA,NA,NA
1038.8912,NA,NA,NA,NA,Positive,42.30448302,46.30448302,NA,NA,NA,NA
1038.9429,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1039.6792,NA,NA,NA,NA,Positive,23.71590337,27.71590337,NA,NA,NA,NA
1039.7731,NA,NA,NA,NA,Positive,28.27769131,33.54218691,NA,NA,NA,NA
1039.867,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1039.9609,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1040.7249,NA,NA,NA,NA,Positive,23.42678448,28.5221223,NA,NA,NA,NA
1040.7707,NA,NA,NA,NA,Positive,26.26090085,31.76549056,NA,NA,NA,NA
1040.8646,NA,NA,NA,NA,Positive,30.4545445,35.65501501,NA,NA,NA,NA
1040.9069,NA,NA,NA,NA,Positive,43.75834147,47.75834147,NA,NA,NA,NA
1040.9585,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1041.6948,NA,NA,NA,NA,Positive,25.06043034,29.06043034,NA,NA,NA,NA
1041.7887,NA,NA,NA,NA,Positive,28.99797361,34.26246922,NA,NA,NA,NA
1041.8826,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1042.7406,NA,NA,NA,NA,Positive,24.98553446,29.53320337,NA,NA,NA,NA
1042.7864,NA,NA,NA,NA,Positive,26.85313297,32.35772268,NA,NA,NA,NA
1042.8803,NA,NA,NA,NA,Positive,31.17482681,36.2632534,NA,NA,NA,NA
1042.9225,NA,NA,NA,NA,Positive,45.0943195,49.0943195,NA,NA,NA,NA
1042.9742,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1043.7105,NA,NA,NA,NA,Positive,25.65266246,30.42096359,NA,NA,NA,NA
1043.8044,NA,NA,NA,NA,Positive,29.73426219,35.06278289,NA,NA,NA,NA
1043.8983,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1044.7562,NA,NA,NA,NA,Positive,26.54428444,31.09195335,NA,NA,NA,NA
1044.802,NA,NA,NA,NA,Positive,27.3173149,32.96596107,NA,NA,NA,NA
1044.8959,NA,NA,NA,NA,Positive,31.89510911,36.47133496,NA,NA,NA,NA
1044.9898,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1045.7261,NA,NA,NA,NA,Positive,26.26090085,31.76549056,NA,NA,NA,NA
1045.82,NA,NA,NA,NA,Positive,30.4545445,35.65501501,NA,NA,NA,NA
1045.9139,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1046.7719,NA,NA,NA,NA,Positive,28.10303441,32.65070333,NA,NA,NA,NA
1046.8177,NA,NA,NA,NA,Positive,28.05360348,33.55819319,NA,NA,NA,NA
1046.9116,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1047.0055,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1047.7418,NA,NA,NA,NA,Positive,26.85313297,32.35772268,NA,NA,NA,NA
1047.8357,NA,NA,NA,NA,Positive,31.17482681,36.2632534,NA,NA,NA,NA
1047.9296,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1048.6936,NA,NA,NA,NA,Positive,20.09864263,24.09864263,NA,NA,NA,NA
1048.7875,NA,NA,NA,NA,Positive,30.20945331,34.20945331,NA,NA,NA,NA
1048.8333,NA,NA,NA,NA,Positive,28.85391715,34.1504253,NA,NA,NA,NA
1048.8879,NA,NA,NA,NA,Positive,43.68321647,47.68321647,NA,NA,NA,NA
1048.9272,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1049.0211,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1049.7574,NA,NA,NA,NA,Positive,27.3173149,32.96596107,NA,NA,NA,NA
1049.8513,NA,NA,NA,NA,Positive,31.89510911,36.47133496,NA,NA,NA,NA
1049.9452,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1050.7093,NA,NA,NA,NA,Positive,21.65739261,25.65739261,NA,NA,NA,NA
1050.8032,NA,NA,NA,NA,Positive,32.3158722,36.3158722,NA,NA,NA,NA
1050.849,NA,NA,NA,NA,Positive,29.87831865,34.7586637,NA,NA,NA,NA
1050.9429,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1051.7731,NA,NA,NA,NA,Positive,28.05360348,33.55819319,NA,NA,NA,NA
1051.867,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1051.9609,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1052.7249,NA,NA,NA,NA,Positive,23.21614259,27.72168312,NA,NA,NA,NA
1052.8646,NA,NA,NA,NA,Positive,30.47055077,35.55897737,NA,NA,NA,NA
1052.9585,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1053.7887,NA,NA,NA,NA,Positive,28.85391715,34.1504253,NA,NA,NA,NA
1053.8826,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1053.9765,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1054.6467,NA,NA,NA,NA,Positive,15.16962243,19.16962243,NA,NA,NA,NA
1054.7406,NA,NA,NA,NA,Positive,24.77489257,29.82810201,NA,NA,NA,NA
1054.8803,NA,NA,NA,NA,Positive,30.95073898,36.15120949,NA,NA,NA,NA
1054.9742,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1055.8044,NA,NA,NA,NA,Positive,29.87831865,34.7586637,NA,NA,NA,NA
1055.8983,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1056.6623,NA,NA,NA,NA,Positive,16.7283724,20.7283724,NA,NA,NA,NA
1056.7562,NA,NA,NA,NA,Positive,26.33364255,30.83918308,NA,NA,NA,NA
1056.8959,NA,NA,NA,NA,Positive,31.67102128,36.47133496,NA,NA,NA,NA
1056.9382,NA,NA,NA,NA,Positive,45.0943195,49.0943195,NA,NA,NA,NA
1056.9898,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1057.82,NA,NA,NA,NA,Positive,30.47055077,35.55897737,NA,NA,NA,NA
1057.9139,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1058.678,NA,NA,NA,NA,Positive,18.28712238,22.28712238,NA,NA,NA,NA
1058.7719,NA,NA,NA,NA,Positive,27.89239253,32.44006144,NA,NA,NA,NA
1058.9116,NA,NA,NA,NA,Positive,32.39130359,36.47133496,NA,NA,NA,NA
1059.0055,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1059.8357,NA,NA,NA,NA,Positive,30.95073898,36.15120949,NA,NA,NA,NA
1059.9296,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1060.6936,NA,NA,NA,NA,Positive,19.84587236,24.39354127,NA,NA,NA,NA
1060.7875,NA,NA,NA,NA,Positive,29.4511425,33.99881142,NA,NA,NA,NA
1060.9272,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1061.0211,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1061.8513,NA,NA,NA,NA,Positive,31.67102128,36.47133496,NA,NA,NA,NA
1061.9452,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1062.7093,NA,NA,NA,NA,Positive,21.40462234,25.40462234,NA,NA,NA,NA
1062.8032,NA,NA,NA,NA,Positive,31.5575614,35.5575614,NA,NA,NA,NA
1062.9429,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1063.0368,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1063.867,NA,NA,NA,NA,Positive,32.39130359,36.47133496,NA,NA,NA,NA
1063.9609,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1064.7249,NA,NA,NA,NA,Positive,22.96337232,27.51104123,NA,NA,NA,NA
1064.8188,NA,NA,NA,NA,Positive,33.66398029,37.66398029,NA,NA,NA,NA
1064.9585,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1065.8826,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1065.9765,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1066.7406,NA,NA,NA,NA,Positive,24.5221223,29.06979121,NA,NA,NA,NA
1066.9742,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1067.8983,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1067.9922,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1068.7562,NA,NA,NA,NA,Positive,26.08087228,31.1762101,NA,NA,NA,NA
1068.9898,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1069.9139,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1070.7719,NA,NA,NA,NA,Positive,27.63962226,32.18729117,NA,NA,NA,NA
1071.0055,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1071.9296,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1072.7875,NA,NA,NA,NA,Positive,29.19837224,33.74604115,NA,NA,NA,NA
1073.0211,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1073.9452,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1074.8032,NA,NA,NA,NA,Positive,30.79925059,35.30479113,NA,NA,NA,NA
1075.0368,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1075.9609,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1076.8188,NA,NA,NA,NA,Positive,32.90566949,36.90566949,NA,NA,NA,NA
1077.0524,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1077.9765,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1078.8345,NA,NA,NA,NA,Positive,34.96996,38.96996,NA,NA,NA,NA
1079.9922,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1080.7562,NA,NA,NA,NA,Positive,25.87023039,30.4178993,NA,NA,NA,NA
1082.0078,NA,NA,NA,NA,Positive,32.47133496,36.47133496,NA,NA,NA,NA
1082.7719,NA,NA,NA,NA,Positive,27.42898037,32.48218981,NA,NA,NA,NA
1084.7875,NA,NA,NA,NA,Positive,28.98773035,33.53539926,NA,NA,NA,NA
1086.7093,NA,NA,NA,NA,Positive,20.94121019,24.94121019,NA,NA,NA,NA
1086.8032,NA,NA,NA,NA,Positive,30.54648033,35.09414924,NA,NA,NA,NA
1088.7249,NA,NA,NA,NA,Positive,22.49996017,26.49996017,NA,NA,NA,NA
1088.8188,NA,NA,NA,NA,Positive,32.10523031,36.65289922,NA,NA,NA,NA
1090.7406,NA,NA,NA,NA,Positive,24.05871014,28.05871014,NA,NA,NA,NA
1090.8345,NA,NA,NA,NA,Positive,34.2116492,38.2116492,NA,NA,NA,NA
1092.7562,NA,NA,NA,NA,Positive,25.61746012,29.61746012,NA,NA,NA,NA
1092.8501,NA,NA,NA,NA,Positive,36.31806809,40.31806809,NA,NA,NA,NA
1094.7719,NA,NA,NA,NA,Positive,27.1762101,31.72387901,NA,NA,NA,NA
1096.7875,NA,NA,NA,NA,Positive,28.77708846,33.28262899,NA,NA,NA,NA
1098.8032,NA,NA,NA,NA,Positive,30.33583844,34.88350735,NA,NA,NA,NA
1100.8188,NA,NA,NA,NA,Positive,31.89458842,36.44225733,NA,NA,NA,NA
1102.8345,NA,NA,NA,NA,Positive,33.4533384,38.00100731,NA,NA,NA,NA
1104.8501,NA,NA,NA,NA,Positive,35.55975729,39.55975729,NA,NA,NA,NA
1106.8658,NA,NA,NA,NA,Positive,37.66617618,41.66617618,NA,NA,NA,NA
1108.7875,NA,NA,NA,NA,Positive,28.52431819,33.0719871,NA,NA,NA,NA
1110.8032,NA,NA,NA,NA,Positive,30.08306817,34.63073708,NA,NA,NA,NA
1112.8188,NA,NA,NA,NA,Positive,31.68394653,36.18948706,NA,NA,NA,NA
1114.7406,NA,NA,NA,NA,Positive,23.59529799,27.59529799,NA,NA,NA,NA
1114.8345,NA,NA,NA,NA,Positive,33.24269651,37.79036542,NA,NA,NA,NA
1116.7562,NA,NA,NA,NA,Positive,25.15404797,29.15404797,NA,NA,NA,NA
1116.8501,NA,NA,NA,NA,Positive,34.80144649,39.3491154,NA,NA,NA,NA
1118.7719,NA,NA,NA,NA,Positive,26.71279795,30.71279795,NA,NA,NA,NA
1118.8658,NA,NA,NA,NA,Positive,36.90786538,40.90786538,NA,NA,NA,NA
1120.7875,NA,NA,NA,NA,Positive,28.3136763,32.3136763,NA,NA,NA,NA
1120.8814,NA,NA,NA,NA,Positive,39.01428427,43.01428427,NA,NA,NA,NA
1122.8032,NA,NA,NA,NA,Positive,29.87242628,34.42009519,NA,NA,NA,NA
1124.8188,NA,NA,NA,NA,Positive,31.43117626,35.97884517,NA,NA,NA,NA
1126.8345,NA,NA,NA,NA,Positive,32.98992624,37.53759515,NA,NA,NA,NA
1128.8501,NA,NA,NA,NA,Positive,34.5908046,39.09634513,NA,NA,NA,NA
1130.8658,NA,NA,NA,NA,Positive,36.14955458,40.69722349,NA,NA,NA,NA
1132.8814,NA,NA,NA,NA,Positive,38.25597347,42.25597347,NA,NA,NA,NA
1134.8971,NA,NA,NA,NA,Positive,40.36239236,44.36239236,NA,NA,NA,NA
1136.8188,NA,NA,NA,NA,Positive,31.72607491,35.72607491,NA,NA,NA,NA
1138.8345,NA,NA,NA,NA,Positive,33.32695326,37.32695326,NA,NA,NA,NA
1140.8501,NA,NA,NA,NA,Positive,34.88570324,38.88570324,NA,NA,NA,NA
1142.8658,NA,NA,NA,NA,Positive,36.44445322,40.44445322,NA,NA,NA,NA
1144.8814,NA,NA,NA,NA,Positive,38.04533158,42.04533158,NA,NA,NA,NA
1146.8032,NA,NA,NA,NA,Positive,29.40901413,33.40901413,NA,NA,NA,NA
1146.8971,NA,NA,NA,NA,Positive,39.60408156,43.60408156,NA,NA,NA,NA
1148.9127,NA,NA,NA,NA,Positive,41.71050045,45.71050045,NA,NA,NA,NA
1150.8345,NA,NA,NA,NA,Positive,32.52651409,36.52651409,NA,NA,NA,NA
1152.8501,NA,NA,NA,NA,Positive,34.12739244,38.12739244,NA,NA,NA,NA
1154.8658,NA,NA,NA,NA,Positive,35.68614242,40.23381133,NA,NA,NA,NA
1156.8814,NA,NA,NA,NA,Positive,37.28702078,41.28702078,NA,NA,NA,NA
1158.8971,NA,NA,NA,NA,Positive,38.84577076,43.39343967,NA,NA,NA,NA
1160.9127,NA,NA,NA,NA,Positive,40.95218965,44.95218965,NA,NA,NA,NA
1162.9284,NA,NA,NA,NA,Positive,43.05860854,47.05860854,NA,NA,NA,NA
1168.8814,NA,NA,NA,NA,Positive,37.58191942,41.58191942,NA,NA,NA,NA
1172.9127,NA,NA,NA,NA,Positive,40.74154776,44.74154776,NA,NA,NA,NA
1174.8345,NA,NA,NA,NA,Positive,32.06310193,36.06310193,NA,NA,NA,NA
1174.9284,NA,NA,NA,NA,Positive,42.30029774,46.30029774,NA,NA,NA,NA
1176.944,NA,NA,NA,NA,Positive,44.44884501,48.44884501,NA,NA,NA,NA
1178.8658,NA,NA,NA,NA,Positive,35.22273027,39.22273027,NA,NA,NA,NA
1180.8814,NA,NA,NA,NA,Positive,36.82360862,40.82360862,NA,NA,NA,NA
1182.8971,NA,NA,NA,NA,Positive,38.3823586,42.93002751,NA,NA,NA,NA
1184.9127,NA,NA,NA,NA,Positive,39.98323696,43.98323696,NA,NA,NA,NA
1186.9284,NA,NA,NA,NA,Positive,41.54198694,46.08965585,NA,NA,NA,NA
1188.944,NA,NA,NA,NA,Positive,43.69053421,47.69053421,NA,NA,NA,NA
1190.9597,NA,NA,NA,NA,Positive,45.7969531,49.7969531,NA,NA,NA,NA
1196.9127,NA,NA,NA,NA,Positive,40.2781356,44.2781356,NA,NA,NA,NA
1200.944,NA,NA,NA,NA,Positive,43.43776394,47.43776394,NA,NA,NA,NA
1202.9597,NA,NA,NA,NA,Positive,45.0386423,49.0386423,NA,NA,NA,NA
1204.9753,NA,NA,NA,NA,Positive,47.14506119,51.14506119,NA,NA,NA,NA
1218.991,NA,NA,NA,NA,Positive,48.49316928,52.49316928,NA,NA,NA,NA
