Mass [m/z],Formula [M],Formula type,Species,CS [z],Polarity,Start [min],End [min],(N)CE,(N)CE type,MSX ID,Comment
810.6095,NA,NA,NA,NA,Positive,19.59285649,24.10367162,NA,NA,NA,NA
810.6219,NA,NA,NA,NA,Positive,23.16983447,27.16983447,NA,NA,NA,NA
810.6612,NA,NA,NA,NA,Positive,25.06043034,29.97278793,NA,NA,NA,NA
810.7551,NA,NA,NA,NA,Positive,29.79828729,33.79828729,NA,NA,NA,NA
810.7914,NA,NA,NA,NA,Positive,37.86809127,41.86809127,NA,NA,NA,NA
811.5853,NA,NA,NA,NA,Positive,23.65187828,28.80432997,NA,NA,NA,NA
811.6792,NA,NA,NA,NA,Positive,28.21366622,32.42174777,NA,NA,NA,NA
812.5313,NA,NA,NA,NA,Positive,12.28427079,16.75579245,NA,NA,NA,NA
812.5371,NA,NA,NA,NA,Positive,9.903575198,14.78827113,NA,NA,NA,NA
812.5436,NA,NA,NA,NA,Positive,14.8139974,19.28921088,NA,NA,NA,NA
812.5829,NA,NA,NA,NA,Positive,21.53905018,26.24332622,NA,NA,NA,NA
812.6252,NA,NA,NA,NA,Positive,21.00742147,25.5182366,NA,NA,NA,NA
812.6768,NA,NA,NA,NA,Positive,25.78071265,30.56502005,NA,NA,NA,NA
812.7132,NA,NA,NA,NA,Positive,31.06300156,35.06300156,NA,NA,NA,NA
813.6009,NA,NA,NA,NA,Positive,24.35615431,29.39656209,NA,NA,NA,NA
813.6948,NA,NA,NA,NA,Positive,28.99797361,32.99797361,NA,NA,NA,NA
814.4589,NA,NA,NA,NA,Positive,1.646413146,5.646413146,NA,NA,NA,NA
814.5469,NA,NA,NA,NA,Positive,13.69883577,18.17035743,NA,NA,NA,NA
814.5593,NA,NA,NA,NA,Positive,16.23963785,21.22966594,NA,NA,NA,NA
814.5986,NA,NA,NA,NA,Positive,22.00323211,27.33175281,NA,NA,NA,NA
814.6408,NA,NA,NA,NA,Positive,22.42198644,26.93280157,NA,NA,NA,NA
814.6925,NA,NA,NA,NA,Positive,26.48498868,31.14124589,NA,NA,NA,NA
814.7288,NA,NA,NA,NA,Positive,32.27578983,36.27578983,NA,NA,NA,NA
815.6166,NA,NA,NA,NA,Positive,25.06043034,29.97278793,NA,NA,NA,NA
815.7105,NA,NA,NA,NA,Positive,29.79828729,33.79828729,NA,NA,NA,NA
816.4745,NA,NA,NA,NA,Positive,3.12090637,7.668575281,NA,NA,NA,NA
816.5626,NA,NA,NA,NA,Positive,15.11340074,19.5849224,NA,NA,NA,NA
816.5749,NA,NA,NA,NA,Positive,17.62567717,22.14049178,NA,NA,NA,NA
816.6142,NA,NA,NA,NA,Positive,22.70750815,27.92398493,NA,NA,NA,NA
816.6565,NA,NA,NA,NA,Positive,24.34736655,28.34736655,NA,NA,NA,NA
816.7081,NA,NA,NA,NA,Positive,27.18926471,31.73347801,NA,NA,NA,NA
816.7445,NA,NA,NA,NA,Positive,33.52226665,37.52226665,NA,NA,NA,NA
817.5383,NA,NA,NA,NA,Positive,21.53905018,26.24332622,NA,NA,NA,NA
817.6322,NA,NA,NA,NA,Positive,25.78071265,30.56502005,NA,NA,NA,NA
818.4902,NA,NA,NA,NA,Positive,4.637527971,9.522223905,NA,NA,NA,NA
818.5782,NA,NA,NA,NA,Positive,16.52796572,20.99948737,NA,NA,NA,NA
818.5906,NA,NA,NA,NA,Positive,19.05131762,23.56613223,NA,NA,NA,NA
818.6299,NA,NA,NA,NA,Positive,23.41178418,28.50021077,NA,NA,NA,NA
818.6721,NA,NA,NA,NA,Positive,26.27274665,30.27274665,NA,NA,NA,NA
818.7238,NA,NA,NA,NA,Positive,27.90954702,32.51778541,NA,NA,NA,NA
818.7601,NA,NA,NA,NA,Positive,34.76874348,38.76874348,NA,NA,NA,NA
819.554,NA,NA,NA,NA,Positive,22.00323211,27.33175281,NA,NA,NA,NA
819.6479,NA,NA,NA,NA,Positive,26.48498868,31.14124589,NA,NA,NA,NA
820.5058,NA,NA,NA,NA,Positive,6.154149572,10.15414957,NA,NA,NA,NA
820.5939,NA,NA,NA,NA,Positive,17.94253069,22.41405235,NA,NA,NA,NA
820.6062,NA,NA,NA,NA,Positive,20.47695807,24.99177267,NA,NA,NA,NA
820.6455,NA,NA,NA,NA,Positive,24.11606021,29.28451817,NA,NA,NA,NA
820.7394,NA,NA,NA,NA,Positive,28.69385442,32.90193597,NA,NA,NA,NA
820.7758,NA,NA,NA,NA,Positive,35.98153174,39.98153174,NA,NA,NA,NA
821.5696,NA,NA,NA,NA,Positive,22.70750815,27.92398493,NA,NA,NA,NA
821.6635,NA,NA,NA,NA,Positive,27.18926471,31.73347801,NA,NA,NA,NA
822.5215,NA,NA,NA,NA,Positive,7.123102262,12.55546711,NA,NA,NA,NA
822.528,NA,NA,NA,NA,Positive,13.11114909,17.11114909,NA,NA,NA,NA
822.5673,NA,NA,NA,NA,Positive,20.35458595,24.8027616,NA,NA,NA,NA
822.6095,NA,NA,NA,NA,Positive,19.35709566,24.33943245,NA,NA,NA,NA
822.6219,NA,NA,NA,NA,Positive,22.41741312,26.41741312,NA,NA,NA,NA
822.6612,NA,NA,NA,NA,Positive,24.83634252,29.86074402,NA,NA,NA,NA
822.6975,NA,NA,NA,NA,Positive,29.17644204,33.17644204,NA,NA,NA,NA
822.7551,NA,NA,NA,NA,Positive,29.47816182,33.47816182,NA,NA,NA,NA
822.7914,NA,NA,NA,NA,Positive,37.22800857,41.22800857,NA,NA,NA,NA
823.5853,NA,NA,NA,NA,Positive,23.41178418,28.50021077,NA,NA,NA,NA
823.6792,NA,NA,NA,NA,Positive,27.90954702,32.51778541,NA,NA,NA,NA
824.5371,NA,NA,NA,NA,Positive,9.145264397,14.02996033,NA,NA,NA,NA
824.5436,NA,NA,NA,NA,Positive,14.53678954,19.05160414,NA,NA,NA,NA
824.5829,NA,NA,NA,NA,Positive,21.05886198,26.1312823,NA,NA,NA,NA
824.6252,NA,NA,NA,NA,Positive,20.77166064,25.28247577,NA,NA,NA,NA
824.6375,NA,NA,NA,NA,Positive,24.35786818,28.35786818,NA,NA,NA,NA
824.6768,NA,NA,NA,NA,Positive,25.54061855,30.45297614,NA,NA,NA,NA
824.7707,NA,NA,NA,NA,Positive,30.27847549,34.27847549,NA,NA,NA,NA
824.8071,NA,NA,NA,NA,Positive,38.91243672,42.91243672,NA,NA,NA,NA
825.6009,NA,NA,NA,NA,Positive,24.11606021,29.28451817,NA,NA,NA,NA
825.6948,NA,NA,NA,NA,Positive,28.69385442,32.90193597,NA,NA,NA,NA
826.5528,NA,NA,NA,NA,Positive,11.20955491,16.09425084,NA,NA,NA,NA
826.5593,NA,NA,NA,NA,Positive,15.96242998,20.47724459,NA,NA,NA,NA
826.5986,NA,NA,NA,NA,Positive,21.76313801,27.2197089,NA,NA,NA,NA
826.6408,NA,NA,NA,NA,Positive,22.18622561,26.69704074,NA,NA,NA,NA
826.6925,NA,NA,NA,NA,Positive,26.24489458,31.02920198,NA,NA,NA,NA
